ward,voting_districts,registered_voters
52605001,5,4769
52605002,8,5015
52605003,6,4817
52605004,5,4376
52605005,5,4637
52605006,5,5530
52605007,9,4799
52605008,4,4816
52605009,3,4632
52605010,7,4711
52605011,6,4668
52605012,6,4744
52605013,7,4661
52605014,7,5495
52605015,5,4992
52605016,4,4247
52605017,5,5103
52605018,4,4207
52605019,5,4269
52605020,5,4504
52605021,5,5387
52605022,5,4486
52605023,4,5365
