ward,voting_districts,registered_voters
52202001,3,5301
52202002,3,5416
52202003,7,4128
52202004,4,4452
52202005,4,4730
52202006,5,5409
52202007,3,5401
52202008,4,4127
52202009,4,4635
52202010,2,4113
52202011,3,4576
52202012,2,4676
52202013,2,4633
