ward,voting_districts,registered_voters
52606001,7,4018
52606002,7,4718
52606003,5,3891
52606004,7,4621
52606005,8,4485
52606006,6,4188
52606007,6,3628
52606008,6,4517
52606009,6,4605
52606010,8,3573
52606011,5,3829
52606012,4,4472
52606013,7,4038
52606014,7,4025
52606015,6,3656
52606016,6,4017
52606017,7,4577
52606018,5,4206
52606019,7,4340
52606020,6,3919
52606021,6,4506
52606022,2,4248
52606023,5,4125
52606024,7,3672
52606025,5,3800
