ward,voting_districts,registered_voters
52405001,12,4773
52405002,3,4414
52405003,6,4011
52405004,6,4538
52405005,9,5297
52405006,11,4862
52405007,3,5922
52405008,5,3760
52405009,3,4497
52405010,8,4192
52405011,7,5163
52405012,9,4917
52405013,4,4142
52405014,8,5159
