ward,voting_districts,registered_voters
52603001,7,4527
52603002,9,3824
52603003,7,5132
52603004,6,4928
52603005,5,4696
52603006,7,5960
52603007,5,4719
52603008,3,5309
52603009,3,4064
52603010,3,4888
52603011,3,3644
52603012,9,5273
52603013,5,4395
52603014,5,4969
52603015,5,4049
52603016,3,4400
52603017,4,5596
52603018,3,4400
52603019,3,4188
52603020,3,4714
52603021,6,4967
52603022,4,5042
52603023,4,5818
52603024,7,3108
