ward,voting_districts,registered_voters
52305001,4,4726
52305002,6,5678
52305003,7,4487
52305004,7,5417
52305005,7,4371
52305006,6,4539
52305007,6,4713
52305008,7,4673
52305009,5,4266
52305010,8,4734
52305011,4,4200
52305012,7,4489
52305013,8,3734
52305014,6,4735
52305015,4,3987
