ward,voting_districts,registered_voters
54304001,6,4403
54304002,5,4387
54304003,7,5271
54304004,4,5322
54304005,11,4356
54304006,3,4126
54304007,3,4538
54304008,6,4881
54304009,7,3550
54304010,5,4523
54304011,6,4267
54304012,7,4185
54304013,7,3911
54304014,6,4463
