ward,voting_districts,registered_voters
52404001,8,4171
52404002,7,4443
52404003,7,5668
52404004,7,6034
52404005,6,4529
52404006,8,4991
52404007,9,5316
52404008,5,4485
52404009,8,4768
52404010,7,4224
52404011,6,5180
52404012,5,4898
52404013,9,4485
52404014,6,4100
52404015,8,4893
52404016,7,4083
52404017,7,4551
52404018,5,5188
52404019,6,4009
52404020,6,4023
52404021,9,4111
