ward,voting_districts,registered_voters
52705001,5,4600
52705002,5,5877
52705003,3,5595
52705004,3,3865
52705005,4,5759
52705006,2,4253
52705007,3,4597
52705008,4,5001
52705009,3,3906
52705010,6,5050
52705011,3,4805
52705012,3,4410
52705013,3,5315
52705014,7,5359
52705015,6,5294
52705016,6,5583
52705017,3,4615
52705018,3,4579
52705019,4,5139
52705020,7,5962
52705021,4,3968
52705022,3,5085
52705023,3,3840
