ward,voting_districts,registered_voters
52903001,4,"4,388"
52903002,5,"3,865"
52903003,7,"4,764"
52903004,5,"4,237"
52903005,5,"3,941"
52903006,4,"4,022"
52903007,6,"3,844"
52903008,5,"4,064"
52903009,6,"3,978"
52903010,6,"3,831"
52903011,7,"5,180"
52903012,5,"4,658"
52903013,4,"4,752"
52903014,6,"5,265"
52903015,4,"3,901"
52903016,8,"4,290"
52903017,10,"4,536"
52903018,7,"4,829"
52903019,6,"3,601"
