ward,voting_districts,registered_voters
52602001,10,"4,248"
52602002,3,"5,555"
52602003,7,"4,944"
52602004,4,"4,591"
52602005,3,"4,306"
52602006,7,"4,967"
52602007,6,"6,003"
52602008,7,"5,053"
52602009,5,"5,740"
52602010,4,"5,240"
52602011,5,"5,661"
52602012,4,"4,519"
52602013,4,"4,420"
52602014,8,"4,198"
52602015,5,"3,912"
