ward,voting_districts,registered_voters
52202001,3,"5,301"
52202002,3,"5,416"
52202003,7,"4,128"
52202004,4,"4,452"
52202005,4,"4,730"
52202006,5,"5,409"
52202007,3,"5,401"
52202008,4,"4,127"
52202009,4,"4,635"
52202010,2,"4,113"
52202011,3,"4,576"
52202012,2,"4,676"
52202013,2,"4,633"
