ward,voting_districts,registered_voters
52102001,10,"3,992"
52102002,10,"4,556"
52102003,6,"5,082"
52102004,8,"4,008"
52102005,5,"4,713"
52102006,5,"4,300"
52102007,3,"4,355"
52102008,5,"4,765"
52102009,4,"4,980"
52102010,2,"5,212"
52102011,6,"4,161"
52102012,3,"4,397"
52102013,2,"4,465"
52102014,4,"5,564"
52102015,2,"4,217"
52102016,3,"3,133"
52102017,2,"4,285"
52102018,7,"4,192"
52102019,6,"4,091"
