ward,voting_districts,registered_voters
52904001,6,"4,584"
52904002,9,"4,180"
52904003,11,"3,580"
52904004,7,"4,048"
52904005,7,"5,148"
52904006,9,"4,194"
52904007,8,"4,399"
52904008,10,"4,923"
52904009,9,"3,893"
52904010,5,"4,819"
52904011,9,"3,781"
52904012,7,"3,411"
52904013,6,"4,812"
