Province,Municipality,Ward,VotingDistrict,BallotType,RegisteredVoters,TotalVotesCast,ValidVotesCast,ElectionYear
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400180,WARD,1258.0,762.0,6.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400180,PR,1258.0,762.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400180,PR,1258.0,762.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400180,WARD,1258.0,762.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400180,PR,1258.0,762.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400180,PR,1258.0,762.0,4.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400180,WARD,1258.0,762.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,9.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,10.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,79.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,76.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,4.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,141.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,146.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,15.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,16.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,PR,812.0,268.0,4.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400191,WARD,812.0,268.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,4.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,4.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,8.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,7.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,9.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,PR,1824.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400528,WARD,1824.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,786.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,783.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,PR,1280.0,807.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400539,WARD,1280.0,802.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,9.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,9.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,6.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,7.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,PR,1440.0,,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400595,WARD,1440.0,,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,434.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,434.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,5.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,4.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,PR,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400607,WARD,735.0,454.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,780.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,777.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,4.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,4.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,4.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,4.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,6.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,0.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,2.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,WARD,1491.0,813.0,3.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,1.0,2006
KwaZulu-Natal,ETH - eThekwini [Durban Metro],59200001,43400618,PR,1491.0,812.0,0.0,2006
