ward,voting_districts,registered_voters
52402001,6,"4,505"
52402002,7,"3,783"
52402003,8,"3,770"
52402004,4,"4,480"
52402005,8,"4,619"
52402006,4,"4,875"
52402007,7,"4,214"
52402008,5,"3,535"
52402009,5,"5,166"
52402010,4,"4,223"
52402011,9,"4,706"
52402012,9,"4,997"
52402013,6,"4,019"
52402014,7,"4,551"
52402015,4,"4,830"
52402016,5,"4,804"
52402017,5,"4,435"
52402018,8,"3,793"
52402019,7,"4,489"
52402020,5,"4,649"
