ward,voting_districts,registered_voters
52201001,7,"4,938"
52201002,4,"4,733"
52201003,5,"4,946"
52201004,5,"4,681"
52201005,4,"4,189"
52201006,6,"3,891"
52201007,3,"4,153"
52201008,4,"3,915"
52201009,2,"3,978"
52201010,4,"5,421"
52201011,6,"4,896"
52201012,4,"3,645"
52201013,6,"4,297"
52201014,6,"4,511"
