ward,voting_districts,registered_voters
52401001,4,"4,176"
52401002,3,"5,144"
52401003,2,"4,039"
52401004,2,"4,296"
52401005,3,"4,478"
52401006,6,"5,486"
52401007,3,"5,173"
52401008,4,"3,132"
