ward,voting_districts,registered_voters
52801001,3,"3,200"
52801002,3,"3,516"
52801003,5,"5,327"
52801004,5,"5,262"
52801005,4,"5,146"
52801006,2,"6,070"
52801007,4,"4,678"
52801008,2,"3,968"
52801009,6,"5,756"
52801010,6,"3,825"
52801011,5,"5,201"
52801012,5,"5,101"
52801013,7,"3,902"
52801014,3,"3,217"
52801015,4,"3,922"
52801016,2,"4,046"
52801017,5,"3,772"
52801018,6,"5,170"
