ward,voting_districts,registered_voters
52601001,8,"3,692"
52601002,3,"4,579"
52601003,3,"5,294"
52601004,6,"5,077"
52601005,8,"4,555"
52601006,13,"4,853"
52601007,10,"3,850"
52601008,4,"3,894"
52601009,10,"3,920"
52601010,3,"4,894"
