ward,voting_districts,registered_voters
54304001,6,"4,403"
54304002,5,"4,387"
54304003,7,"5,271"
54304004,4,"5,322"
54304005,11,"4,356"
54304006,3,"4,126"
54304007,3,"4,538"
54304008,6,"4,881"
54304009,7,"3,550"
54304010,5,"4,523"
54304011,6,"4,267"
54304012,7,"4,185"
54304013,7,"3,911"
54304014,6,"4,463"
