ward,voting_districts,registered_voters
52305001,4,"4,726"
52305002,6,"5,678"
52305003,7,"4,487"
52305004,7,"5,417"
52305005,7,"4,371"
52305006,6,"4,539"
52305007,6,"4,713"
52305008,7,"4,673"
52305009,5,"4,266"
52305010,8,"4,734"
52305011,4,"4,200"
52305012,7,"4,489"
52305013,8,"3,734"
52305014,6,"4,735"
52305015,4,"3,987"
