ward,voting_districts,registered_voters
52103001,7,"4,168"
52103002,6,"4,671"
52103003,7,"4,505"
52103004,7,"4,574"
52103005,3,"3,563"
52103006,7,"3,875"
52103007,8,"3,262"
52103008,6,"4,890"
52103009,6,"4,276"
52103010,3,"5,144"
52103011,4,"3,840"
52103012,8,"4,232"
52103013,6,"4,263"
52103014,6,"4,492"
52103015,6,"5,092"
52103016,7,"4,021"
52103017,3,"3,950"
52103018,5,"4,601"
52103019,3,"4,074"
52103020,3,"3,138"
