ward,voting_districts,registered_voters
52307001,6,"4,121"
52307002,4,"4,677"
52307003,5,"3,748"
52307004,3,"4,629"
52307005,3,"4,536"
52307006,4,"4,943"
52307007,5,"4,717"
52307008,4,"4,839"
52307009,3,"5,184"
52307010,3,"4,345"
52307011,8,"4,724"
52307012,7,"4,246"
52307013,4,"4,794"
52307014,4,"3,578"
52307015,4,"4,673"
52307016,6,"4,844"
52307017,2,"4,773"
52307018,6,"5,512"
52307019,8,"4,369"
52307020,8,"3,957"
52307021,6,"4,916"
52307022,11,"5,046"
52307023,6,"5,366"
52307024,6,"3,666"
