ward,voting_districts,registered_voters
52901001,6,"5,413"
52901002,5,"5,492"
52901003,4,"4,457"
52901004,3,"5,264"
52901005,4,"5,208"
52901006,4,"3,864"
52901007,2,"4,794"
52901008,5,"4,897"
52901009,6,"5,893"
52901010,3,"5,002"
52901011,4,"4,688"
52901012,3,"4,553"
52901013,4,"3,833"
52901014,2,"4,066"
52901015,3,"4,676"
52901016,6,"4,494"
52901017,2,"4,485"
52901018,3,"3,842"
