ward,voting_districts,registered_voters
54306001,8,"3,779"
54306002,5,"3,477"
54306003,4,"3,751"
54306004,6,"4,478"
54306005,7,"4,490"
54306006,7,"4,928"
54306007,4,"4,107"
54306008,5,"4,367"
54306009,5,"4,317"
54306010,5,"4,030"
54306011,7,"4,153"
54306012,6,"4,376"
54306013,4,"3,699"
54306014,7,"3,771"
54306015,8,"4,225"
