ward,voting_districts,registered_voters
54305001,7,"4,635"
54305002,6,"4,455"
54305003,9,"4,604"
54305004,7,"4,549"
54305005,7,"3,838"
54305006,10,"4,383"
54305007,5,"4,437"
54305008,10,"4,755"
54305009,6,"4,040"
54305010,10,"4,069"
54305011,5,"4,173"
54305012,8,"4,444"
54305013,6,"4,742"
54305014,7,"4,313"
54305015,8,"5,018"
54305016,4,"5,555"
54305017,5,"5,352"
54305018,10,"4,087"
54305019,6,"3,115"
54305020,7,"4,784"
54305021,9,"4,552"
54305022,10,"4,226"
