ward,voting_districts,registered_voters
52706001,5,"4,655"
52706002,5,"5,242"
52706003,4,"5,782"
52706004,5,"4,652"
52706005,6,"4,297"
52706006,6,"4,062"
52706007,5,"4,150"
52706008,6,"3,688"
52706009,7,"4,622"
52706010,7,"3,952"
52706011,6,"4,380"
52706012,4,"4,468"
52706013,7,"4,380"
52706014,8,"5,025"
